chinese,english,status,source
无法无天,run wild and stir up trouble,VERIFIED,PETCI
无风不起浪,theres no smoke without fire,VERIFIED,PETCI
无风起浪,make trouble out of nothing,VERIFIED,PETCI
无的放矢,shoot at random,VERIFIED,PETCI
无地自容,look for a hole to crawl into,VERIFIED,PETCI
无敌于天下,unmatched anywhere in the world,VERIFIED,PETCI
无独有偶,not come singly but in pairs,VERIFIED,PETCI
无动于衷,aloof and indifferent,VERIFIED,PETCI
无能为力,incapable of action,VERIFIED,PETCI
无理取闹,refuse to listen to reason,VERIFIED,PETCI
无论如何,whatever happens,VERIFIED,PETCI
无根无蒂,without foundation or support,VERIFIED,PETCI
无关大局,not matter very much,VERIFIED,PETCI
无关痛痒,be completely indifferent to,VERIFIED,PETCI
无关宏旨,insignificant,VERIFIED,PETCI
无功受禄,get a reward without deserving it,VERIFIED,PETCI
无可比拟,unparalleled,VERIFIED,PETCI
无可非议,above reproach,VERIFIED,PETCI
无可奈何,have no alternative,VERIFIED,PETCI
无可厚非,give no cause for much criticism,VERIFIED,PETCI
无可讳言,undeniable,VERIFIED,PETCI
无可置疑,without doubt,VERIFIED,PETCI
无可争辩,indisputable,VERIFIED,PETCI
无可无不可,uncertain,VERIFIED,PETCI
无孔不入,seize every opportunity,VERIFIED,PETCI
无计可施,utterly without resources,VERIFIED,PETCI
无稽之谈,baseless gossip,VERIFIED,PETCI
无济于事,useless,VERIFIED,PETCI
无价之宝,priceless treasure,VERIFIED,PETCI
无坚不摧,invincible,VERIFIED,PETCI
无精打采,be in low spirits,VERIFIED,PETCI
无拘无束,free and easy,VERIFIED,PETCI
无穷无尽,boundless,VERIFIED,PETCI
无隙可乘,leave no room for,VERIFIED,PETCI
无懈可击,flawless,VERIFIED,PETCI
无中生有,manufacture out of thin air,VERIFIED,PETCI
无耻之尤,brazen in the extreme,VERIFIED,PETCI
无出其右,second to none,VERIFIED,PETCI
无事不登三宝殿,"would not go to somebody's place except on business, for help, etc.",VERIFIED,PETCI
无事生非,create problems where none exists,VERIFIED,PETCI
无伤大雅,not matter much,VERIFIED,PETCI
无声无臭,obscure,VERIFIED,PETCI
无足挂齿,not worth mentioning,VERIFIED,PETCI
无足轻重,of little importance,VERIFIED,PETCI
无所不包,all-encompassing,VERIFIED,PETCI
无所不能,omnipotent,VERIFIED,PETCI
无所不知,omniscient,VERIFIED,PETCI
无所不至,in every possible way,VERIFIED,PETCI
无所不在,omnipresent,VERIFIED,PETCI
无所不为,stop at nothing,VERIFIED,PETCI
无所不用其极,stop at nothing,VERIFIED,PETCI
无所顾忌,without scruple,VERIFIED,PETCI
无所事事,have nothing to do,VERIFIED,PETCI
无所适从,with no definite plan to follow,VERIFIED,PETCI
无所作为,be in a state of inertia,VERIFIED,PETCI
无所措手足,be at a loss as to what to do,VERIFIED,PETCI
无所畏惧,utterly without fear,VERIFIED,PETCI
无所用心,not give serious thought to anything,VERIFIED,PETCI
无恶不作,commit all manner of crimes,VERIFIED,PETCI
无以复加,in the extreme,VERIFIED,PETCI
无依无靠,helpless,VERIFIED,PETCI
无忧无虑,carefree,VERIFIED,PETCI
无影无踪,vanish without a trace,VERIFIED,PETCI
无微不至,meticulously,VERIFIED,PETCI
无往不利,be ever successful,VERIFIED,PETCI
无往不胜,invincible,VERIFIED,PETCI
无妄之灾,unexpected misfortune,VERIFIED,PETCI
无与伦比,without equal,VERIFIED,PETCI
无源之水，无本之木,watery without a source and a tree without roots,VERIFIED,PETCI
无缘无故,for no reason at all,VERIFIED,PETCI
无庸讳言,be frank,VERIFIED,PETCI
无庸赘述,it's unnecessary to go into details,VERIFIED,PETCI
烟消云散,disappear in a flash,VERIFIED,PETCI
焕然一新,take on an entirely new look,VERIFIED,PETCI
煮豆燃萁,fratricidal strife,VERIFIED,PETCI
煮鹤焚琴,inappreciative of art or beauty,VERIFIED,PETCI
煞费苦心,laboriously,VERIFIED,PETCI
照本宣科,repeat what the book says,VERIFIED,PETCI
照猫画虎,imitate,VERIFIED,PETCI
茕茕孑立，形影相吊,"standing all alone, body and shadow comforting each other",VERIFIED,PETCI
熙熙攘攘,bustling with activity,VERIFIED,PETCI
熊熊烈火,raging flames,VERIFIED,PETCI
煽风点火,instigate,VERIFIED,PETCI
熟能生巧,practice makes perfect,VERIFIED,PETCI
熟视无睹,ignore,VERIFIED,PETCI
热火朝天,in full swing,VERIFIED,PETCI
热气腾腾,seething with activity,VERIFIED,PETCI
灯火辉煌,brilliantly illuminated,VERIFIED,PETCI
灯红酒绿,scene of debauchery,VERIFIED,PETCI
燃眉之急,a matter of extreme urgency,VERIFIED,PETCI
燎原烈火,a prairie fire,VERIFIED,PETCI
燕雀处堂,oblivious of imminent danger,VERIFIED,PETCI
燕巢幕上,precarious,VERIFIED,PETCI
营私舞弊,practise graft,VERIFIED,PETCI
炉火纯青,high degree of one's technical proficiency and perfection of one's learning,VERIFIED,PETCI
争分夺秒,race against time,VERIFIED,PETCI
争权夺利,scramble for power and profit,VERIFIED,PETCI
争先恐后,fall over each other,VERIFIED,PETCI
争长论短,squabble,VERIFIED,PETCI
为民请命,plead in the name of the people,VERIFIED,PETCI
为非作歹,break the law,VERIFIED,PETCI
为富不仁,be rich and cruel,VERIFIED,PETCI
为虎傅翼,assist an evil-doer,VERIFIED,PETCI
为虎作伥,help a villain do evil,VERIFIED,PETCI
为期不远,the day is not far off,VERIFIED,PETCI
为人作嫁,slave for other people,VERIFIED,PETCI
为丛驱雀,drive one's friends to the side of the enemy,VERIFIED,PETCI
为所欲为,have one's own way,VERIFIED,PETCI
为渊驱鱼,drive one's friends to the side of the enemy,VERIFIED,PETCI
爽然若失,not know what to do,VERIFIED,PETCI
尔虞我诈,each trying to cheat and outwit the other,VERIFIED,PETCI
墙倒众人推,everybody bits a man who is down,VERIFIED,PETCI
片甲不留,the army is completely wiped out,VERIFIED,PETCI
片言只字,fragments of writing,VERIFIED,PETCI
片瓦无存,be razed to the ground,VERIFIED,PETCI
版版六十四,unaccommodating,VERIFIED,PETCI
牛头不对马嘴,incongruous,VERIFIED,PETCI
牛鬼蛇神,monsters and demons of all descriptions,VERIFIED,PETCI
牝鸡司晨,wife being the head of the family,VERIFIED,PETCI
牢不可破,unbreakable,VERIFIED,PETCI
物腐虫生,worms breed in decaying matter,VERIFIED,PETCI
物换星移,things or aspects of things have changed,VERIFIED,PETCI
物极必反,things always revert themselves after reaching an extreme,VERIFIED,PETCI
物尽其用,make the best use of everything,VERIFIED,PETCI
物以类聚,birds of a feather flock together,VERIFIED,PETCI
特立独行,do not follow the crowd,VERIFIED,PETCI
牵肠挂肚,be very worried about,VERIFIED,PETCI
牵一发而动全身,a slight move in one part may affect the situation as a whole,VERIFIED,PETCI
犬马之劳,be at one's beck and call,VERIFIED,PETCI
犬牙交错,jigsaw-like,VERIFIED,PETCI
狂风暴雨,a windy downpour,VERIFIED,PETCI
狂妄自大,arrogant and conceited,VERIFIED,PETCI
狗急跳墙,will take desperate measures if pushed to the wall,VERIFIED,PETCI
狗血喷头,let loose a stream of abuse,VERIFIED,PETCI
狗仗人势,like a dog threatening people on the strength of its master's power,VERIFIED,PETCI
狗嘴里吐不出象牙,a cracked bell can never sound well,VERIFIED,PETCI
狗眼看人低,act like a snob,VERIFIED,PETCI
狗尾续貂,like patching up a sable coat with a dog's tail,VERIFIED,PETCI
狐狸尾巴,cloven hoof,VERIFIED,PETCI
狐假虎威,take advantage of the influence of others,VERIFIED,PETCI
狐群狗党,a gang of scoundrels,VERIFIED,PETCI
狡兔三窟,a crafty person has more than one hideout,VERIFIED,PETCI
狼狈不堪,in an extremely awkward position,VERIFIED,PETCI
狼狈为奸,be partners in crime,VERIFIED,PETCI
狼奔豕突,run like wolves and rush like boars,VERIFIED,PETCI
狼吞虎咽,wolf down,VERIFIED,PETCI
狼心狗肺,brutal and coldblooded,VERIFIED,PETCI
狼子野心,"greedy, cruel and full of wild ambitions",VERIFIED,PETCI
狭路相逢,meet face to face on a narrow path,VERIFIED,PETCI
犹豫不决,remain undecided,VERIFIED,PETCI
獐头鼠目,repulsively ugly and sly looking,VERIFIED,PETCI
独霸一方,be a local despot,VERIFIED,PETCI
独步一时,set the pace for the generation,VERIFIED,PETCI
独木不成林,unable to do single-handed,VERIFIED,PETCI
独木难支,one person alone cannot save the situation,VERIFIED,PETCI
独夫民贼,autocrat and traitor to the people,VERIFIED,PETCI
独当一面,lake charge as chief of one department,VERIFIED,PETCI
独断专行,decide alone and act at one's own will,VERIFIED,PETCI
独揽大权,arrogate all powers to oneself,VERIFIED,PETCI
独立自主,on an independent basis,VERIFIED,PETCI
独具匠心,have originality,VERIFIED,PETCI
独具双眼,have exceptional insight,VERIFIED,PETCI
独占鳌头,head the list of successful candidates,VERIFIED,PETCI
独出心裁,show originality,VERIFIED,PETCI
独善其身,attend to one's own virtue in solitude,VERIFIED,PETCI
独树一帜,create a separate school,VERIFIED,PETCI
独一无二,unmatched,VERIFIED,PETCI
献计献策,make suggestions,VERIFIED,PETCI
玄之又玄,mystery of mysteries,VERIFIED,PETCI
率由旧章,follow the beaten track,VERIFIED,PETCI
玉不琢，不成器,jade requires chiseling - as man needs training and discipline,VERIFIED,PETCI
玉石俱焚,good men destroyed with the bad,VERIFIED,PETCI
玩火自焚,whoever plays with fire gets burnt,VERIFIED,PETCI
玩世不恭,be cynical,VERIFIED,PETCI
玩物丧志,play through life and have no serious ambition,VERIFIED,PETCI
珠联璧合,a perfect pair,VERIFIED,PETCI
珠圆玉润,excellent singing or polished writing,VERIFIED,PETCI
班门弄斧,show off in the presence of an old hand,VERIFIED,PETCI
现身说法,advise somebody or explain something by using one's own experience as an example,VERIFIED,PETCI
理屈词穷,fall silent when having nothing left to justify oneself,VERIFIED,PETCI
理直气壮,be self-confident on the strength of one's righteousness,VERIFIED,PETCI
理所当然,both natural and right,VERIFIED,PETCI
琳琅满目,dazzle the eye,VERIFIED,PETCI
瑕不掩瑜,the defects cannot obscure the virtues,VERIFIED,PETCI
瑕瑜互见,have both strong and weak points,VERIFIED,PETCI
瑞雪兆丰年,winter snow signifies a year of good crops,VERIFIED,PETCI
璞玉浑金,unadorned beauty,VERIFIED,PETCI
琼楼玉宇,a magnificent building,VERIFIED,PETCI
瓜田李下,be found in a suspicious position,VERIFIED,PETCI
瓜熟蒂落,at the right time things are easily managed,VERIFIED,PETCI
瓦釜雷鸣,an unworthy man in a high position,VERIFIED,PETCI
瓮中之鳖,a rat in a hole,VERIFIED,PETCI
瓮中捉鳖,a sure catch,VERIFIED,PETCI
甘拜下风,willingly acknowledge defeat,VERIFIED,PETCI
甘之如饴,gladly endure hardships,VERIFIED,PETCI
甚嚣尘上,making a lot of noise,VERIFIED,PETCI
甜言蜜语,sweet words and honeyed phrases,VERIFIED,PETCI
生搬硬套,apply or copy mechanically,VERIFIED,PETCI
生米煮成熟饭,what's done can't be undone,VERIFIED,PETCI
生龙活虎,lively,VERIFIED,PETCI
生吞活剥,swallow something raw and whole,VERIFIED,PETCI
生拉活扯,stretch the meaning,VERIFIED,PETCI
生离死别,part forever,VERIFIED,PETCI
生灵涂炭,the people are plunged into an abyss of misery,VERIFIED,PETCI
生龙活虎,with furious energy,VERIFIED,PETCI
生花妙笔,a gifted pen,VERIFIED,PETCI
生气勃勃,full of life,VERIFIED,PETCI
生杀予夺,have somebody completely in one's power,VERIFIED,PETCI
生死存亡,life or death,VERIFIED,PETCI
生死攸关,life and death,VERIFIED,PETCI
生于忧患，死于安乐,"life springs from sorrow and calamity, death comes from ease and pleasure",VERIFIED,PETCI
用兵如神,be a superb military commander,VERIFIED,PETCI
男盗女娼,behave like thieves and whores,VERIFIED,PETCI
畏首畏尾,fear both the beginning and the end,VERIFIED,PETCI
畏缩不前,hesitate to press forward,VERIFIED,PETCI
留得青山在，不怕没柴烧,while there is life there is hope,VERIFIED,PETCI
留有余地,allow for unforeseen circumstances,VERIFIED,PETCI
略见一斑,get a rough idea of,VERIFIED,PETCI
略胜一筹,slightly better,VERIFIED,PETCI
毕其功于一役,accomplish the whole task at one stroke,VERIFIED,PETCI
异端邪说,heretical beliefs,VERIFIED,PETCI
异口同声,unanimously,VERIFIED,PETCI
异乎寻常,uncommon,VERIFIED,PETCI
异军突起,a new force suddenly coming to the fore,VERIFIED,PETCI
异曲同工,the same result achieved by different methods,VERIFIED,PETCI
异想天开,"have strange, fantastic ideas",VERIFIED,PETCI
画饼充饥,feed on illusions,VERIFIED,PETCI
画地为牢,restrict somebody's activities to a designated area or sphere,VERIFIED,PETCI
画龙点睛,put the finishing touches on something,VERIFIED,PETCI
画虎类狗,attempting more than one has ability for,VERIFIED,PETCI
画虎画皮难画骨，知人知面不知心,"in drawing a tiger, you show its skin but not its bones; in knowing a man, you know his face but not his heart",VERIFIED,PETCI
画蛇添足,ruin the effect by adding something superfluous,VERIFIED,PETCI
当头棒喝,a blow to the head,VERIFIED,PETCI
当机立断,decide on the moment,VERIFIED,PETCI
当家作主,be the master of one's own affairs,VERIFIED,PETCI
当局者迷，旁观者清,those closely involved cannot see as clearly as those outside,VERIFIED,PETCI
当之无愧,be worthy of,VERIFIED,PETCI
当场出丑,make a spectacle of oneself,VERIFIED,PETCI
当仁不让,not decline to shoulder a responsibility,VERIFIED,PETCI
当耳边风,turn a deaf ear to,VERIFIED,PETCI
当务之急,urgent matter,VERIFIED,PETCI
叠床架屋,pile one bed upon another or build one house on top of another,VERIFIED,PETCI
疏不间亲,blood is thicker than water,VERIFIED,PETCI
疑团莫释,dark shadows of doubt lurking in one's mind,VERIFIED,PETCI
疑心生暗鬼,suspicions create imaginary fears,VERIFIED,PETCI
疑神疑鬼,imagine all sorts of things,VERIFIED,PETCI
疲于奔命,be tired out by too much running around,VERIFIED,PETCI
疾风知劲草,adversity is the best testing ground for moral stamina,VERIFIED,PETCI
疾首蹙额,with aching head and knitted brows - abhorrence,VERIFIED,PETCI
疾足先得,the hasty foot gets there first,VERIFIED,PETCI
疾恶如仇,abhor evils or evildoers as if they were personal enemies,VERIFIED,PETCI
疾言厉色,harsh words and stern looks,VERIFIED,PETCI
病急乱投医,try anything when in a desperate situation,VERIFIED,PETCI
病入膏肓,rotten to the core,VERIFIED,PETCI
病从口入,illness finds its way in by the mouth,VERIFIED,PETCI
痛定思痛,recall past pains,VERIFIED,PETCI
痛改前非,sincerely mend one's ways,VERIFIED,PETCI
痛哭流涕,cry one's heart out,VERIFIED,PETCI
痛心疾首,resent or hate deeply,VERIFIED,PETCI
痛心切齿,make one burn with anger,VERIFIED,PETCI
痛痒相关,care for one another's comfort and happiness,VERIFIED,PETCI
痴心妄想,wishful thinking,VERIFIED,PETCI
痴人说梦,a fool's talk,VERIFIED,PETCI
疮痍满目,"wherever one looks, there is devastation",VERIFIED,PETCI
癞蛤蟆想吃天鹅肉,aspiring after something one is not worthy of,VERIFIED,PETCI
癣疥之疾,not matter very much,VERIFIED,PETCI
登峰造极,reach the summit,VERIFIED,PETCI
登堂入室,pass through the hall into the inner chamber,VERIFIED,PETCI
发奋图强,strive for national prosperity,VERIFIED,PETCI
发愤忘食,immersed in hard work one forgets to eat,VERIFIED,PETCI
发号施令,give order,VERIFIED,PETCI
发人深省,thought-provoking,VERIFIED,PETCI
发扬光大,develop and enrich,VERIFIED,PETCI
白璧无瑕,impeccable moral integrity,VERIFIED,PETCI
白璧微瑕,a slight blemish,VERIFIED,PETCI
白面书生,inexperienced in life,VERIFIED,PETCI
白头偕老,remain a devoted couple to the end of their lives,VERIFIED,PETCI
白驹过隙,time flies,VERIFIED,PETCI
白手起家,self-made,VERIFIED,PETCI
白日见鬼,"see demons in broad daylight - of a strange, absurd, impossible thing",VERIFIED,PETCI
白日做梦,daydream,VERIFIED,PETCI
百步穿杨,shoot with great precision,VERIFIED,PETCI
百发百中,hit the mark every time,VERIFIED,PETCI
百废俱兴,full-scale reconstruction is under way,VERIFIED,PETCI
百读不厌,be worth reading a hundred times,VERIFIED,PETCI
百端待举,a thousand things wait to be done,VERIFIED,PETCI
百年大计,a project of vital and lasting importance,VERIFIED,PETCI
百年好合,a harmonious union lasting a hundred years,VERIFIED,PETCI
百里挑一,cream of the crop,VERIFIED,PETCI
百炼成钢,be toughened and hardened into steel,VERIFIED,PETCI
百感交集,a multitude of feelings surges up,VERIFIED,PETCI
百口莫辩,a hundred mouths cannot explain it away,VERIFIED,PETCI
百孔千疮,in a disastrous state,VERIFIED,PETCI
百花齐放，百家争鸣,let a hundred flowers blossom and a hundred schools of thought contend,VERIFIED,PETCI
百折不挠,be indomitable,VERIFIED,PETCI
百战百胜,invincible,VERIFIED,PETCI
百尺竿头，更进一步,keep forging ahead,VERIFIED,PETCI
百川归海,all things tend in one direction,VERIFIED,PETCI
百足之虫，死而不僵,old institutions die hard,VERIFIED,PETCI
百思不解,incomprehensible,VERIFIED,PETCI
百依百顺,docile and obedient,VERIFIED,PETCI
